file_path,file_name,text,dimensions,width,height
"/data/thesis/AdImageNet/images/(300, 250)/ad_001778.jpg",ad_001778.jpg,"FIREFIGHTER
STAIRCLIMB
LEUKEMIA
LYMPHOMA
SOCIETY
CLIMB
CONQUER
CURE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001780.jpg",ad_001780.jpg,"FITRATED
FITNESS EQUIPMENT BEVIENS
Best
Home Gym
Equipment.
of 2021
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001781.jpg",ad_001781.jpg,"*wayfair
All things home for every
space - at every price.
MOD
wayfair
OPEN","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001786.jpg",ad_001786.jpg,"ROYAL
HOSPITAL
SCHOOL
NAVIGATING
SUCCESS
Top Boarding School Ages 11-18","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001789.jpg",ad_001789.jpg,"UBA AMAR IS
FIR DEP
EN
Thank you!
SHOW THEM YOUR
SUPPORT OPERATION GRATITUDE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001793.jpg",ad_001793.jpg,"U.S.ARMY
No challenge,
no change.
BE ALL YOU CAN BE.
GOARMY.COM →","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001808.jpg",ad_001808.jpg,"into
it
with
Sam Sanders
Listen on
Apple Podcasts","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(336, 280)/ad_001809.jpg",ad_001809.jpg,"PLAY NOW
ELSWORD
MAKE A SPLASH
WITH ELSWORD","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 600)/ad_001811.jpg",ad_001811.jpg,"Help!
Dying
Liver
4 Warning Signs
of Dying Liver
(#2 is Scary!)
(Watch Here)","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001813.jpg",ad_001813.jpg,"ONC
BOCES
NOW HIRING
MULTIPLE
POSITIONS
CLICK HERE
TO APPLY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001821.jpg",ad_001821.jpg,"Run your way.
new balance","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001822.jpg",ad_001822.jpg,"LOVE
COMES
IN ALL
COLORS
МІАЛІ.
GREATER MIAMI & MIAMI BEACH","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(970, 250)/ad_001824.jpg",ad_001824.jpg,"ONEWHEEL
CARVE
THROUGH
SUMMER
Get Riding For $58/mo
Shop Now","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001826.jpg",ad_001826.jpg,"Why do people
get hacked?
Watch now
Cegress
Dr Jessica Barker
Cygenta","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001829.jpg",ad_001829.jpg,"2021 PLL
CHAMPIONSHIP
RECAP
LACTOSE OUT NOW LACROSSE
TO
THE
FUTURE
PECSE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001830.jpg",ad_001830.jpg,"KTSM
LEARN MORE
PEAK
DIGITAL SERVICES
BRING YOUR
BUSINESS
TO ITS PEAK.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001833.jpg",ad_001833.jpg,"ASHLEY
style starts here
find nearest store →","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001838.jpg",ad_001838.jpg,"P
Hit The
Peak
BOOK NOW
NEMACOLIN
SINCE 1987","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001840.jpg",ad_001840.jpg,"FISHER INVESTMENTS
Tip #10: Managing
Retirement
Withdrawals
Wisely
Learn More","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(336, 280)/ad_001855.jpg",ad_001855.jpg,"THE
LORDRINGS
NLPMU. Nie j
988
second
what
2029
9989
SHOP NOW
BOXLUNCH","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(970, 250)/ad_001865.jpg",ad_001865.jpg,"T
ROSELINLIN
FREE SHIPPING
-2","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001866.jpg",ad_001866.jpg,"RIDGE
YOUR WALLET
OUR WALLET
MAKE THE SWITCH","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001867.jpg",ad_001867.jpg,"moneycontrol PRO
be the
Bulika
in every market.
stay ahead PRO
with","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001868.jpg",ad_001868.jpg,"111
Cedarview
Tent College
Downtown & CAMPUS
Tenth And College.com
FFE
UTES
14","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001870.jpg",ad_001870.jpg,"THE
SEARCH
IS OVER","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001875.jpg",ad_001875.jpg,"soothe
Better flexibility,
better pay
Apply Now","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_001877.jpg",ad_001877.jpg,"+DIGITAL TRENDS
Best fitness
trackers
Read more","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001880.jpg",ad_001880.jpg,"theAdEngine
Powering The Publisher
+105%
+67%
AD
AD
AD
+52%","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001882.jpg",ad_001882.jpg,"10
20
VIVAIA
Celebrating 3 of
Happy Feet!
UP TO
50% OFF
SHOP NOW >","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001883.jpg",ad_001883.jpg,"FIND NEW ROADS™
CHEVROLET
Shop Chevrolet","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001886.jpg",ad_001886.jpg,"DISKON 30RB
BUAT NAIK gocar
HOMOGOCARAJA
Pe","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_001888.jpg",ad_001888.jpg,"Start Download
Install Now
Swift Search Tool
DOWNLOAD","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_001897.jpg",ad_001897.jpg,"Banggood
65% OFF
Genuine Leather
SE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001898.jpg",ad_001898.jpg,"SNIPER
CONTRACTS
S
MINECRAFT
ROOM
TWO
FORTNITE
CASUAL
ICON"".","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001905.jpg",ad_001905.jpg,babycenter.,"(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001906.jpg",ad_001906.jpg,"SPORTS
medicine
Get Back in the Game
CAROLINA CARE
URGENT CARE SPORTS MEDICINE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001922.jpg",ad_001922.jpg,"Get GIG speeds,
powered by fiber.
Tomorrow's internet,
today.
Learn More
COX","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001923.jpg",ad_001923.jpg,"Allandale Family Picnic
Sunday, July 16 • 3-8 PM
2023
Fun Fest
/I\N\
SPORT","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001933.jpg",ad_001933.jpg,"Coors
LIGHT
UNTRACKED
CONCERT SERIES
Sunshine
Village","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001937.jpg",ad_001937.jpg,"OWN THE
ROAD
WITH ✔AutoTrader
A podcast making
car stuff simple.
Learn more
N","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001939.jpg",ad_001939.jpg,"FCW
INSIDER
CHAT
Interviews with the 2023 Federal 100 award winners.
LISTEN NOW","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001941.jpg",ad_001941.jpg,"UP TO
65%
OFF!
Geco
OPTICS
Whilst stocks last!
On selected lines only.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001943.jpg",ad_001943.jpg,"Art Basel
Miami Beach
December 2-4, 2021
Join the artworld in Miami Beach.
UBS","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001946.jpg",ad_001946.jpg,"KILL
THE MINOTAUR
SKA
LINE
HERO
WARS
PLAY","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001948.jpg",ad_001948.jpg,"FREE
COUPON
See Codes
Capital One Shopping
The Coupon-Finding
Browser Extension","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001954.jpg",ad_001954.jpg,"20% Off
Apple Airpods Pro (2nd Gen)
Buy for $199 at Amazon","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001957.jpg",ad_001957.jpg,"THE BE UNSTOPPABLE STORE
GET 15% OFF*
ups THE UPS STORE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001959.jpg",ad_001959.jpg,"ANNIE CLOTH
UP TO
45% OFF
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001960.jpg",ad_001960.jpg,"WELLNES
WEDNESDAY
RATINGSUT
TUNE IN
WED.-3PM
SPONSORED BY
Si
The Kids","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_001961.jpg",ad_001961.jpg,JustFashion Now FREE SHIPPING,"(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_001963.jpg",ad_001963.jpg,"Watch Sneak
$$$
SUPERMARKET
STAKEOUT
Season Premiere
TONIGHT 10/9c food","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001973.jpg",ad_001973.jpg,"GET CLOSER TO THE
ENTERTAINMENT
YOU LOVE
UB
WARNER BROS.
STUDIO TOUR
HOLLYWOOD","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_001980.jpg",ad_001980.jpg,"the latest look
for your new home
shop now →
ASHLEY","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001983.jpg",ad_001983.jpg,"Searching for a new job?
888888I
DODGD","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001988.jpg",ad_001988.jpg,"Aging
Edge
A RESOURCE FOR
OLDER ADULTS","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001993.jpg",ad_001993.jpg,"VANCOUVER
CANUCKS
NHLSHOP.COM
AF Fanatics Experience
VANCOUVER
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001994.jpg",ad_001994.jpg,"-o-
COUPONS
AVAILABLE
Applied Automatically
At Checkout
CONTINUE
sal slickdeals","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001996.jpg",ad_001996.jpg,"June
UP TO 50% OFF
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_001998.jpg",ad_001998.jpg,"For Illustrative Purposes Only
City
1-Step Jowl-Lifting Technique
(Try Tonight)","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002006.jpg",ad_002006.jpg,"Panasonic
Global
Views
$28","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002015.jpg",ad_002015.jpg,"tv+
FOUNDATION
NEW SEASON
Learn More","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002017.jpg",ad_002017.jpg,"Decanter
Wine Experiences
Discover the Rhône
with Decanter","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002029.jpg",ad_002029.jpg,"TOGETHER
WE TRAIN
RV
-1445-
TRAINING
LEARN MORE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002032.jpg",ad_002032.jpg,"MOBILE HOME
PARK FUND
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002037.jpg",ad_002037.jpg,"DESCUBRE
EL NUEVO CANAL DE RECETAS
► YouTube","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002042.jpg",ad_002042.jpg,"SAVE UP
TO 38%
HM
(travel
impressions
CATALONIA
HOTELS & RESORTS","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002049.jpg",ad_002049.jpg,"Scalefusion Windows Management
Effortless
Management
Effortlessly
Simple
Windows","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002052.jpg",ad_002052.jpg,"Midway
Just about everything.
shop now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002058.jpg",ad_002058.jpg,"HERO
WARS
(The Loot
Salle
YOU HAVE ONLY
2 MOVES
TRY","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002061.jpg",ad_002061.jpg,"Fly to Europe
from Haneda
Book now
LKUTHI
QATAR
AIRWAYS
oneworld","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002077.jpg",ad_002077.jpg,"Walmart and Allrecipes are
making mealtime easy.
Walmart
LEARN MORE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002079.jpg",ad_002079.jpg,"=
TARGET-GRADE
BARREL
ORO
CARRY THE FUTURE
LEARN MORE","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002081.jpg",ad_002081.jpg,"ICOU
Handle you career with care.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002083.jpg",ad_002083.jpg,"The Star
LESS IS
MORE
T&Cs apply.
INTERACTIVE
and
000000
The Star
Wy
00000000
-","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002084.jpg",ad_002084.jpg,"New!
TK 5-Speed
SILVER SPORT
SST
TREMEC
Transmissions
Learn More!","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002085.jpg",ad_002085.jpg,"Wild Alaska Travel
BEST NORTHERN
LIGHTS VIEWING TOURS
WILDALASKATRAVEL.COM","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002087.jpg",ad_002087.jpg,"Gardening LEARNING
CHANNEL
KNOW HOW
learn.
grow.
garden.
LEARN NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002089.jpg",ad_002089.jpg,"CARID
Ⓡ
Define your Vehicle's True Identity","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002091.jpg",ad_002091.jpg,"Cloud native
5G compliant
mediation solution
SS8","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002100.jpg",ad_002100.jpg,"SLENERGY
All-in-One
Residential
Energy Solution","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002105.jpg",ad_002105.jpg,"Thank you!
SHOW THEM YOUR
SUPPORT OPERATION GRATITUDE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002113.jpg",ad_002113.jpg,"Trinasolar
Vertex N
Leading in the Nera
of solar energy
N","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002116.jpg",ad_002116.jpg,"INNOKIN
KLYPSE ZIP
Pocket-sized Satisfaction","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002125.jpg",ad_002125.jpg,"000
FREE
.app or .dev Q
DOMAIN NAME
porkbun
A
find yours >","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002129.jpg",ad_002129.jpg,"Forgot To Let
The Dog Out?
Call
Chem-Dry!
ChemDry
Schedule
Today!","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002142.jpg",ad_002142.jpg,"HOW SMART
ARE YOU?
f
¿
FREE TESTS","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002143.jpg",ad_002143.jpg,"Vermont
Public
Watch
Live TV","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002148.jpg",ad_002148.jpg,Lightinthebox.com,"(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002149.jpg",ad_002149.jpg,"TOP 10 MUST SEE WONDERS
OF THE WORLD TODAY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002158.jpg",ad_002158.jpg,"KNIGHT
ALWAYS
LEADING THE
CHARGE
LEARN MORE
Lochinvar","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002164.jpg",ad_002164.jpg,"ANNUAL
22ND
WA
WHATSONSTAGE
AWARDS
YOU DECIDE THE SHORTLIST
NOMINATE NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002167.jpg",ad_002167.jpg,"NURX.
AGE BETTER WITH
TRETINOIN
GOLD STANDARD
ANTI-AGING
INGREDIENT
Learn More","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002169.jpg",ad_002169.jpg,"CSO
50
AWARDS
Nominations for the
2023 CSO50 AWARDS
are open!
Deadline: 04.24.23","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002170.jpg",ad_002170.jpg,"Midway
Just about everything.
shop now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_002171.jpg",ad_002171.jpg,"2? FREEQUIZGAMES
Which Squishmallow Are You?
START TEST","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_002173.jpg",ad_002173.jpg,"MAKE A SPLASH
WITH RUDE RAINBOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002175.jpg",ad_002175.jpg,"FISHER INVESTMENTS®
How Far Does $1 Million
Go in Retirement?
Learn More","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002178.jpg",ad_002178.jpg,"LOLEELOU
Guidance
and tools for
Home Buyers.
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002180.jpg",ad_002180.jpg,"The Star
UNCLUTTER
YOUR NEWS FEED
The Star
T&Cs apply.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002182.jpg",ad_002182.jpg,"NEW STATESMAN
POLITICSLIVE
TUESDAY 27 JUNE 2023 | LONDON
# NSLive","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002183.jpg",ad_002183.jpg,"REST gravitee.io
Kafka
SOAP
MQTT...
Manage all
your APIs >","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002184.jpg",ad_002184.jpg,"ORACLE
NETSUITE
Top
Businesses
Are Using
This
Framework.
Are You?
Download Guide","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002188.jpg",ad_002188.jpg,"TEXAS WINE STARTS
IN THE HIGH PLAINS","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002192.jpg",ad_002192.jpg,"Corsaw
wood
Lumber.
Inc.
Hard
26015 N County Hwy 2,
Smithfield, IL
309-293-2055","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002196.jpg",ad_002196.jpg,"WIN THIS HOUSE
AND START
EVERY DAY HERE
All to support Make-A-Wish.
I'm in
omaze","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002198.jpg",ad_002198.jpg,"SHINE
Time To Leave Toilet Cleaning
To The Robots
GET OFFER
Sponsored | Shine","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002203.jpg",ad_002203.jpg,"PADDY
GOWER
HAS ISSUES
D
VERE
STARTS WED 7.30PM
+HR=E
+HR-E now","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002204.jpg",ad_002204.jpg,"NTD ORIGINAL
Persecution
of the Century
20 Years of
Crime Against Huma","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002209.jpg",ad_002209.jpg,"NEXT LEVEL
SCOPRILA
RANGE ROVER
SPORT","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_002214.jpg",ad_002214.jpg,"bluehost
Building a brand?
Bluehost makes it happen.
Get Started","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(970, 250)/ad_002216.jpg",ad_002216.jpg,"T-SHIRT SEASON IS HERE
FIND THE BEST T-SHIRTS NOW
SPY","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002223.jpg",ad_002223.jpg,"Reform
Kitchen design with
room for personality
Learn more","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002224.jpg",ad_002224.jpg,"Take a Tour of the
THERMWOOD
Cut Center
Selecti
L","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_002228.jpg",ad_002228.jpg,"FREE COUPON
SEE CODES
Capital Shopping
The Coupon-Finding
Browser Extension
I","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_002229.jpg",ad_002229.jpg,"Sandy Hook
PROMISE
Learn the signs at Sandy HookPromise.org","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002237.jpg",ad_002237.jpg,"J.ME
Black
FRIDAY SALE
$70% OFF
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002242.jpg",ad_002242.jpg,"Republic Bank
Moving forward.
Together.
Learn more
www.
FDIC","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002251.jpg",ad_002251.jpg,"J.Me
UP TO
50% OFF
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_002252.jpg",ad_002252.jpg,"canSOURCE
ORDER FOR
OKTOBER
FEST
Brites
Sleeved
Printed
Ends
canSOURCE","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(970, 250)/ad_002254.jpg",ad_002254.jpg,"flexcolor
New technologies,
profound effects.
PPPPI
FOMEX","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002260.jpg",ad_002260.jpg,"Sandy Hook
PROMISE
Sandy HookPromise.org","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002262.jpg",ad_002262.jpg,"20 pc. Chicken McNuggets
& Basket of Fries
MOrder ahead on the app
Ⓡ","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002263.jpg",ad_002263.jpg,"SOUND OF
FREEDOM
IN THEATERS JULY 4
BUY TICKETS
ANGEL PG-13
STUDIGE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002264.jpg",ad_002264.jpg,"What would you do
for birth control?
MSI
UNITED STATES","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002265.jpg",ad_002265.jpg,"VOLVO
The Volvo XC40 Recharge
For every you
LEARN MORE","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002274.jpg",ad_002274.jpg,"Four Stroke
TurboHeader Muffler
and Adapters
www.rcspecialties.net","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002277.jpg",ad_002277.jpg,"HERO
WARS
re
TRY NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002278.jpg",ad_002278.jpg,"Fire Engineering
LEARN
FROM TRUSTED
FIRE & EMS
EXPERTS
SUBSCRIBE TODAY","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002285.jpg",ad_002285.jpg,"WRAP PRO
Unlock
Exclusive
Content
GET STARTED","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002287.jpg",ad_002287.jpg,"ZOLUCKY
Soft.clouds
UP TO
55% OFF
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_002290.jpg",ad_002290.jpg,"THE LUXE LIFE.
THE
Royal
Preston and NW Hwy.","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002302.jpg",ad_002302.jpg,"Amerikan
Heart
Association
GIVING
TUESDAY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002309.jpg",ad_002309.jpg,"University
of Dayton
WE
ARE
UD
Discover the
Power of →
Community","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002310.jpg",ad_002310.jpg,"HS-645MG
TESTED,
TRIED &
TRUE.
HITEC
Your Trusted Servo
Headquarters.","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(970, 250)/ad_002315.jpg",ad_002315.jpg,"YOU DON'T NEED MONEY
TO MAKE MONEY
HERE'S HOW
theinvestingcircle.com","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002316.jpg",ad_002316.jpg,"cryoport
Your Trusted
Breeding Stock
Shipping Solution
LEARN MORE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002322.jpg",ad_002322.jpg,"YOU'RE
INVITED
TO BECOME
A MEMBER
jed
Beekeeping
HIVE MINDS
SIGN UP TODAY!
PU","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002323.jpg",ad_002323.jpg,"COURT
2
CLOSET
>>
tennisshop
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002326.jpg",ad_002326.jpg,"Pro-Ject
AUDIO SYSTEMS
THE
BRISTOL
SHOW
SEE US THERE
24"" - 26 FEB 2003","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_002334.jpg",ad_002334.jpg,"AIM
Aviation
Mechanic
Training","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_002340.jpg",ad_002340.jpg,"Follow us on
INSTAGRAM
for Philippine news and info
ING
INQUIRER.NET","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002342.jpg",ad_002342.jpg,"HAWALILI
Christmas
- UP TO
50%
OFF","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002344.jpg",ad_002344.jpg,"°SHI
Authorized Reseller
Mac in the
modern workplace
Explore","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002351.jpg",ad_002351.jpg,"Bowers & Wilkins
Trade up to
800 Series
Diamond
Find out more","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002353.jpg",ad_002353.jpg,"LILIENTHAL BERLIN
THE HUXLEY
Leather Edition
LENTIAL BERLIN
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_002355.jpg",ad_002355.jpg,"peacock ORIGINAL
IWISIED
METAL
NEW SERIES
JULY 27
peacock!
SIGN UP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_002357.jpg",ad_002357.jpg,"Just Fashion Now
FREE SHIPPING","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002368.jpg",ad_002368.jpg,J&B Firearm Sales,"(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002369.jpg",ad_002369.jpg,"22 Better Than-
Store-Bought
Recipes","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_002371.jpg",ad_002371.jpg,"ESLA
Superlithium:
The Future of Lithium.
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_002373.jpg",ad_002373.jpg,"Exquisite
Hand Made Rugs
On Sale Now","(300, 600)",300,600
